,T_hr,amplitude_km,is_lstid,agree
2017-01-01,1.5727128591586288,16.83855431085515,False,
2017-01-02,2.685989997312127,49.90498881487445,True,
2017-01-03,2.5765469918043276,64.22816011412438,True,
2017-01-04,1.3497730363986593,7.122878517196729,False,
2017-01-05,2.5375593272397188,42.390322946938376,True,
2017-01-06,3.0431648183990743,50.142208622394904,True,
2017-01-07,3.3156171221462527,41.03814541319228,True,
2017-01-08,1.9075201954046415,33.85396150118145,True,
2017-01-09,1.3927478378308777,24.59481471722061,True,
2017-01-10,2.0082906254172563,26.272167959762125,True,
2017-01-11,2.275155942490551,39.13881384123535,True,
2017-01-12,3.1884092547980414,28.523450688743747,True,
2017-01-13,4.461069524815375,30.27479785436312,True,
2017-01-14,3.38891345661146,24.476081630511032,True,
2017-01-15,3.3082395039110604,37.745274880812396,True,
2017-01-16,3.1606027593917134,38.926068625199875,True,
2017-01-17,1.6831625274419801,22.266986587754836,True,
2017-01-18,1.6184774941914546,36.76816073915405,False,
2017-01-19,3.335972243481836,48.78804750650935,True,
2017-01-20,3.8615100413077115,33.45308939314528,True,
2017-01-21,2.5479988134078355,50.03626787616486,True,
2017-01-22,3.2321234990989383,26.333709516983838,True,
2017-01-23,3.066636840704418,61.421871377110385,True,
2017-01-24,3.845837227693145,26.37739861961016,True,
2017-01-25,3.501232542233265,41.34817144321147,True,
2017-01-26,3.043478455916683,63.95293877687433,True,
2017-01-27,3.3292372061065794,44.20097102111205,True,
2017-01-28,2.5882724348119828,23.08055017770415,True,
2017-01-29,3.539601932223653,29.226585464794677,True,
2017-01-30,2.0000288878881367,34.31736307978628,True,
2017-01-31,1.6003584173504313,22.011134098837427,True,
2017-02-01,2.7297098500502077,56.19127229983897,True,
2017-02-02,1.5386435423279607,26.343529337710407,True,
2017-02-03,3.5761635499173985,28.16149567221915,True,
2017-02-04,3.807890341434421,43.54677601008479,True,
2017-02-05,2.5044808559262464,32.91461604373731,True,
2017-02-06,1.5559964814816107,32.43227333709015,True,
2017-02-07,3.0167361039954783,24.06627399863901,True,
2017-02-08,3.238021802922428,43.04213950427488,True,
2017-02-09,1.5313883595232152,20.88149045685494,True,
2017-02-10,4.288969671798761,13.560178617512287,False,
2017-02-11,3.5999175577226126,19.041463965640318,False,
2017-02-12,3.2233462889681403,27.02881439690727,True,
2017-02-13,1.9535680577470484,11.471136289206818,False,
2017-02-14,3.498876301326081,20.47219878496731,True,
2017-02-15,3.037867162952258,11.873515115991461,False,
2017-02-16,1.5955092006958764,38.46253524579216,True,
2017-02-17,1.5287725836284574,8.666171918444302,False,
2017-02-18,1.4703335935961703,13.35672613868606,False,
2017-02-19,2.899471966900001,21.2312210490138,True,
2017-02-20,2.603472217884489,25.36961106068123,False,
2017-02-21,2.158936631503842,24.12692103351909,True,
2017-02-22,3.683351548384037,44.430211805403644,True,
2017-02-23,2.5036141838781143,58.72573962862741,True,
2017-02-24,2.5398833461171373,28.188897478096663,True,
2017-02-25,2.7043970167595144,15.492233067898795,False,
2017-02-26,3.7963907567544304,10.424396042422696,False,
2017-02-27,1.7612525814953197,13.25721874752685,False,
2017-02-28,2.3315658343376526,29.83813093688116,True,
2017-03-01,1.8552852952525036,47.993001637559146,True,
2017-03-02,3.638068490354923,36.396598226453484,True,
2017-03-03,2.0849406097787178,30.376443323041816,True,
2017-03-04,2.9742706381039503,49.9591162120439,True,
2017-03-05,2.5769679999475397,42.49006878922194,True,
2017-03-06,2.861159105388971,54.27371999297227,True,
2017-03-07,3.416389283250077,21.368375220129337,True,
2017-03-08,2.419893647690646,21.452239139055315,True,
2017-03-09,2.419608564259168,22.67138477513345,True,
2017-03-10,2.813350348191237,15.944289172973994,False,
2017-03-11,3.768550283443215,28.222662678566614,True,
2017-03-12,2.533234239135698,19.462674080327456,False,
2017-03-13,2.0413593493025886,22.929975931555422,True,
2017-03-14,2.540639969096099,19.171124542882314,False,
2017-03-15,3.7004954095406486,27.711800103626885,True,
2017-03-16,3.7357141629144093,32.19533324309509,True,
2017-03-17,3.1894365672350102,20.866452254210206,True,
2017-03-18,2.564834796362836,38.40109926524583,True,
2017-03-19,2.7919661834701275,16.11474233386114,False,
2017-03-20,3.2205583438303664,27.861708083784166,True,
2017-03-21,2.957885742576217,31.944037274635424,True,
2017-03-22,1.38751170116345,9.86650373492572,False,
2017-03-23,3.5054768860222465,31.268666512828627,True,
2017-03-24,2.9330956079400337,30.74612782022182,True,
2017-03-25,4.017931271530338,17.215615724114492,False,
2017-03-26,3.579638968308813,13.398517074400749,False,
2017-03-27,4.334070705662705,15.76927353813452,False,
2017-03-28,2.7525582277362277,19.05445411603986,False,
2017-03-29,2.546332202779762,8.194940007580778,False,
2017-03-30,3.875461454269459,23.339931828454194,False,
2017-03-31,3.860880991043211,23.549531455765678,True,
2017-04-01,3.112699439709197,33.524988057509496,True,
2017-04-02,3.452059730182095,38.49807609667388,True,
2017-04-03,2.53049243406303,8.111143283434576,False,
2017-04-04,1.8668120314961782,17.0213429413159,False,
2017-04-05,2.99214774548607,30.071558807847765,True,
2017-04-06,3.459624856986604,32.91792710459708,True,
2017-04-07,4.064252097222401,34.08196187988734,True,
2017-04-08,3.8059824563838953,18.965873622680924,False,
2017-04-09,3.6756519232651335,19.559030497242485,False,
2017-04-10,2.6346555101707714,19.78192725212858,False,
2017-04-11,2.401153479492258,15.429127173406467,False,
2017-04-12,3.0119035435597104,32.82093857380091,True,
2017-04-13,2.4406688515192387,16.550925704462344,False,
2017-04-14,3.0307589430888098,15.038119489498367,False,
2017-04-15,3.4771204389817294,23.167253055283556,True,
2017-04-16,2.992586098094364,25.935863309262107,True,
2017-04-17,3.4565174788786113,35.52379895249109,True,
2017-04-18,2.2312121744050253,16.55008304925875,False,
2017-04-19,3.2474303062027836,15.676668641263406,False,
2017-04-20,5.252259256849263,31.198412338656848,False,
2017-04-21,1.3979983187527885,13.444008678796873,False,
2017-04-22,2.852330612831986,19.730018201546894,False,
2017-04-23,4.194401328230829,13.018886165687249,False,
2017-04-24,4.022626561660739,15.321791489329712,False,
2017-04-25,1.7553612538096344,11.556046669031229,False,
2017-04-26,2.7155542284366594,27.671972415955313,True,
2017-04-27,2.7639258769876203,51.68305443909252,True,
2017-04-28,2.563616092165131,10.417864288261388,False,
2017-04-29,2.77609284064565,33.37069228603029,True,
2017-04-30,1.6527804996098558,25.700406286876834,True,
2017-05-01,2.069789322572304,15.782995026034085,False,
2017-05-02,1.8704136241096203,27.314235969213332,True,
2017-05-03,1.915772155764516,10.882562182451773,False,
2017-05-04,2.685541037933481,30.664027215470504,True,
2017-05-05,1.3886598754805208,20.94351768595113,True,
2017-05-06,1.2025099523949072,17.97783277272211,False,
2017-05-07,2.6026618645288986,20.552506230078475,True,
2017-05-08,4.67957132812608,28.79048023211756,False,
2017-05-09,3.5692944395351316,11.206506992397374,False,
2017-05-10,2.5995848712983705,20.183822174082408,True,
2017-05-11,3.4238214329104193,33.7610877117951,True,
2017-05-12,1.6241248110852007,18.738010108471457,False,
2017-05-13,4.290837821342975,13.881260039607254,False,
2017-05-14,3.2869726954983944,11.262101022534992,False,
2017-05-15,2.523263098979056,28.504497101268882,True,
2017-05-16,3.039522808478113,13.060581324158532,False,
2017-05-17,3.034309397936219,20.940156782103976,True,
2017-05-18,2.357519489603997,8.510525542274383,False,
2017-05-19,2.1646511547609544,9.530962129064623,False,
2017-05-20,1.2230883031712039,9.826659993555351,False,
2017-05-21,1.5705332058471393,16.716259031352394,False,
2017-05-22,1.8413334632298917,11.627004556940907,False,
2017-05-23,1.5804741967484413,33.300711583138096,True,
2017-05-24,1.7619089293780672,5.883377568064558,False,
2017-05-25,3.128047800967639,18.953658307649203,False,
2017-05-26,1.853546176437493,7.697835559208427,False,
2017-05-27,1.5946259092496442,15.07215683440898,False,
2017-05-28,1.7249975050655935,18.46578504602724,False,
2017-05-29,1.912217305825975,13.134666798692205,False,
2017-05-30,2.3321956849610728,9.27368779439972,False,
2017-05-31,1.2400375214218216,13.67615040741736,False,
2017-06-01,1.921338731695606,14.755894834994853,False,
2017-06-02,2.5981775774433653,17.770082707370577,False,
2017-06-03,3.2725277854908,21.25581896039031,True,
2017-06-04,1.5525688711732175,14.239235221522675,False,
2017-06-05,3.073286310753355,16.526063222258916,False,
2017-06-06,3.3131774475275386,21.759036376511055,True,
2017-06-07,,,,
2017-06-08,1.1559397477048199,8.59728553780568,False,
2017-06-09,0.5741073008531893,3.4376913608094064,False,
2017-06-10,3.0143599192123722,29.058655579542407,True,
2017-06-11,2.287989792080401,30.51098111623045,True,
2017-06-12,1.8203418216752267,25.194637614121962,True,
2017-06-13,,,,
2017-06-14,2.3154604028406145,23.518079313113816,True,
2017-06-15,2.8763627402279024,20.225991473978215,True,
2017-06-16,1.1443069974479867,15.623273219193218,False,
2017-06-17,2.654090840316644,32.19723290822497,True,
2017-06-18,2.462213215581859,23.013174670449512,True,
2017-06-19,3.262517503722483,20.036724481916416,True,
2017-06-20,1.9578693606092414,37.02545296424376,True,
2017-06-21,1.1970307334025228,8.986127870764557,False,
2017-06-22,2.1663444932485554,27.15790883192936,True,
2017-06-23,2.3880896289116396,19.016033955077916,False,
2017-06-24,2.3367271061252595,14.056329412668742,False,
2017-06-25,1.682557019524726,6.41973027190904,False,
2017-06-26,2.23194624237422,15.651280354773654,False,
2017-06-27,2.630747252646946,40.07744131473541,True,
2017-06-28,1.2662855003427531,20.526399365513754,True,
2017-06-29,1.2974134738967653,9.163335171999094,False,
2017-06-30,3.2219904262870007,28.88227559413669,True,
2017-07-01,3.2700739795058893,26.67878525998177,True,
2017-07-02,2.092358573400986,13.7057055445835,False,
2017-07-03,3.0226034765216094,13.481447108048279,False,
2017-07-04,1.5847140646166737,29.525006122313766,True,
2017-07-05,1.5099389475027147,12.551224302991573,False,
2017-07-06,1.7778633046603585,34.24601825411266,True,
2017-07-07,1.2434172471012834,14.75132390415944,False,
2017-07-08,2.75966880618456,19.166940191716222,False,
2017-07-09,3.579506823040178,26.07384774940663,True,
2017-07-10,2.0311470873469633,21.37367041695307,True,
2017-07-11,1.8883495566824149,15.173429937571182,False,
2017-07-12,3.3829417036360767,28.26599563265853,True,
2017-07-13,2.5709150291728187,22.338438271344035,True,
2017-07-14,1.3403014426409512,27.704161302308183,True,
2017-07-15,1.8435131547496826,16.118680908692887,False,
2017-07-16,2.0533645699858574,14.825043176909446,False,
2017-07-17,2.2075824409783005,30.54511302979167,True,
2017-07-18,2.200359518784465,17.701768539611432,False,
2017-07-19,1.974191129438554,13.159451553043954,False,
2017-07-20,2.8446461056021595,22.666013638297407,True,
2017-07-21,1.438903551856754,21.81664792598186,True,
2017-07-22,2.3114376585602923,18.856872578969703,False,
2017-07-23,2.8843301110285964,12.81393598979634,False,
2017-07-24,2.5498755134752096,21.329217167235505,True,
2017-07-25,3.2098801355351427,24.740931153040183,True,
2017-07-26,1.6548945175812015,23.134198955912574,True,
2017-07-27,3.8721776689110388,31.798133362454962,True,
2017-07-28,2.8616494596660678,35.72336819274267,True,
2017-07-29,2.160116277708901,30.508373766240034,True,
2017-07-30,1.8450034594520395,21.92312092122346,True,
2017-07-31,2.15406569434729,14.395220321409864,False,
2017-08-01,4.156312425255474,16.07485194717548,False,
2017-08-02,2.900142361809464,19.2444540555457,False,
2017-08-03,,,,
2017-08-04,2.706194176770257,15.003859434679235,False,
2017-08-05,2.202202469064576,13.647042099314636,False,
2017-08-06,2.0286217639737676,17.457828985915953,False,
2017-08-07,1.52909520212564,16.782647678243514,False,
2017-08-08,2.649687399661169,33.740972586836456,True,
2017-08-09,2.8640547516607207,20.535429844975887,True,
2017-08-10,1.266632882509644,20.915719021883035,True,
2017-08-11,1.5561996482481635,10.158049055611839,False,
2017-08-12,2.3123835484687296,21.8001836259216,True,
2017-08-13,1.2078310360503108,12.435690672466952,False,
2017-08-14,3.0781214838442503,19.38391212665943,False,
2017-08-15,3.6419137555305148,19.41398174012201,False,
2017-08-16,3.721823470876668,29.576786028704323,True,
2017-08-17,2.3807926307080236,45.61341777662064,True,
2017-08-18,2.3803322383307908,11.401908971612109,False,
2017-08-19,2.2720473652424116,15.97099874460425,False,
2017-08-20,2.066803521451877,19.033170166740188,False,
2017-08-21,3.8209643346270465,13.513608487622896,False,
2017-08-22,2.244406939917737,29.422477635205365,True,
2017-08-23,2.041104781574464,16.470707770275833,False,
2017-08-24,2.0864813748072852,20.909129093580848,True,
2017-08-25,2.2447837185834403,36.05603485691282,True,
2017-08-26,3.259039662389608,28.27076408700183,True,
2017-08-27,1.8734647136370515,14.025564068317687,False,
2017-08-28,1.363410861077791,24.940718979208732,True,
2017-08-29,2.687651857190627,15.917748083894617,False,
2017-08-30,1.2991470160220704,11.16513235351647,False,
2017-08-31,3.002180027973554,16.901611531886008,False,
2017-09-01,3.3854437744538086,49.40216477635042,True,
2017-09-02,2.846979477652397,30.418900175581793,True,
2017-09-03,2.9453643304015253,22.018798179076207,True,
2017-09-04,1.4308515754604239,15.481332398386995,False,
2017-09-05,2.5347304824177277,20.713269633304627,True,
2017-09-06,2.626407251297396,14.962846192212817,False,
2017-09-07,1.2949451262313323,14.55115781290528,False,
2017-09-08,4.173875822848288,21.37422677611306,True,
2017-09-09,3.818991308361377,33.26215146429255,True,
2017-09-10,2.3671796061025825,17.2190057477237,False,
2017-09-11,1.536024536192002,43.41216446321229,True,
2017-09-12,2.100453312475116,28.618593545884124,True,
2017-09-13,3.0625561830432866,19.960354685096394,False,
2017-09-14,1.7740937564079626,26.793700682109034,True,
2017-09-15,2.3074345981045346,36.39530622733197,True,
2017-09-16,3.338948555267405,26.733517732198827,True,
2017-09-17,3.923241581866851,40.542250704563095,True,
2017-09-18,3.318932022324859,52.79665890016275,True,
2017-09-20,3.5798197947379147,22.17423398282118,True,
2017-09-21,3.7661812399727346,36.956444324857216,True,
2017-09-22,2.8153227246234187,17.713877526867705,False,
2017-09-23,2.0914165983133146,19.562524447086002,False,
2017-09-24,2.4463191402134545,41.63207130120084,True,
2017-09-25,2.971402387081788,25.878882301889124,True,
2017-09-26,1.5592525558647334,24.310821992517756,True,
2017-09-27,3.2117998752647363,61.14896114221327,True,
2017-09-28,3.5211429880599607,34.804399894122184,True,
2017-09-29,2.5197997594346484,33.40538736748274,True,
2017-09-30,3.2399104954965643,44.64751450093093,True,
2017-10-01,2.8853046308229975,27.931318298162406,True,
2017-10-02,2.8903235919701746,16.5764861532143,False,
2017-10-03,3.088470064702256,20.821875350246568,True,
2017-10-04,2.2748833993460873,15.529304885654707,False,
2017-10-05,3.610753592209202,30.842205406958456,True,
2017-10-06,3.2921676243760203,36.11797956840475,True,
2017-10-07,1.7927882430772883,22.661707085860808,False,
2017-10-08,2.3658744080401872,21.976791912800117,True,
2017-10-09,3.635079953318977,20.1403714053651,True,
2017-10-10,2.194555711797755,21.444702235798797,True,
2017-10-11,2.6951277063083054,51.73669202907546,True,
2017-10-12,0.8166044136602928,1.35578232937413,False,
2017-10-13,3.6870064170205423,31.700226556743065,True,
2017-10-14,2.880401851347669,58.354434120050556,True,
2017-10-15,2.8007676592959907,65.9189582678586,True,
2017-10-16,2.709145206856593,12.774863180242274,False,
2017-10-17,2.267964659924882,29.0757892644266,True,
2017-10-18,4.199702033392798,26.464876322025447,True,
2017-10-19,2.405198066806359,40.46645279598095,True,
2017-10-20,1.8004465895673019,45.255817898767376,True,
2017-10-21,3.4328306587662754,32.86755656515687,True,
2017-10-22,2.2521057538139746,18.238440209435986,False,
2017-10-23,1.8479738977632385,26.37321341475806,True,
2017-10-24,4.124378188791792,45.179338032544,True,
2017-10-25,2.8988148565453793,55.5927759806515,True,
2017-10-26,3.3507525521358876,40.73522772748316,True,
2017-10-27,2.8308687848581267,23.687519013030485,True,
2017-10-28,4.169410644040865,23.12808083250451,True,
2017-10-29,3.6375628737315453,25.778386891936567,True,
2017-10-30,2.1365624762074042,29.66367589607906,True,
2017-10-31,2.238910811053398,21.630337022881797,True,
2017-11-01,3.2263103713803725,36.52530369907032,True,
2017-11-02,4.041562052243993,30.291546529243647,True,
2017-11-03,2.266731625977559,39.20509903497461,True,
2017-11-04,2.6180325237304385,30.143819204404885,True,
2017-11-05,3.625069789690078,33.68668412347092,True,
2017-11-06,2.563089351471541,20.053097192569776,True,
2017-11-07,3.6267084223951875,49.9775950248476,True,
2017-11-08,3.284095973895403,31.402667376194323,True,
2017-11-09,2.524185497091708,48.61215916358383,True,
2017-11-10,3.2386375547194506,52.40951877623128,True,
2017-11-11,2.544351983063834,29.86164330872469,True,
2017-11-12,2.5927103472003408,25.37235958481029,True,
2017-11-13,2.798335196008311,44.72476813937384,True,
2017-11-14,2.495117221597201,31.827076285983246,True,
2017-11-15,1.881717432682772,22.69756971947977,True,
2017-11-16,2.2844456128679913,35.30581104174657,True,
2017-11-17,1.8887023809055217,8.525314111918439,False,
2017-11-18,3.5889329080352748,14.392676112945479,False,
2017-11-19,3.3169164941313367,16.82700554122213,False,
2017-11-20,2.203775231269983,19.936735244477557,False,
2017-11-21,2.9095706510784405,41.245682232584954,True,
2017-11-22,3.2713812184048816,50.03451016655501,True,
2017-11-23,1.9731971861840922,23.27056677588515,True,
2017-11-24,3.3375253117775014,30.650956539001744,True,
2017-11-25,2.246061033664513,17.357005543263345,False,
2017-11-26,2.708904039729162,13.512824645100318,False,
2017-11-27,2.502819096619026,13.099455902512926,False,
2017-11-28,3.6746378015269827,27.055548910786932,True,
2017-11-29,3.9085439936698063,15.457816208513458,False,
2017-11-30,3.7955132346914557,14.703216672153767,False,
2017-12-01,2.8252804673927705,28.88406882100036,True,
2017-12-02,3.252450611911635,33.17775028313754,True,
2017-12-03,3.6388594301565234,48.37986613319492,True,
2017-12-04,2.9850414218858403,47.93902717066472,True,
2017-12-05,,,,
2017-12-06,2.2433087974461903,31.06464313515044,True,
2017-12-07,2.6009242737602833,43.45543849557904,True,
2017-12-08,1.9983057291415776,45.46906911921392,True,
2017-12-09,2.3275751646296228,37.02687976508699,True,
2017-12-10,2.05958595096743,22.008727336010892,True,
2017-12-11,2.1110054602266923,22.45363026844347,False,
2017-12-12,2.8866220370689697,59.56129691885928,True,
2017-12-13,3.5578658434836767,37.281673108201204,True,
2017-12-14,2.2207705015007972,44.941119221927295,True,
2017-12-15,3.2278155903140826,48.00437577670236,True,
2017-12-16,3.1623546246889873,21.745037528217278,True,
2017-12-17,1.8912830930042748,31.868035057508983,True,
2017-12-18,2.004692323622903,18.19210158728749,False,
2017-12-19,3.3209387623301234,27.301181095179533,True,
2017-12-20,2.792527139878023,31.590558908453875,True,
2017-12-21,3.4906928273362987,30.94487859182736,True,
2017-12-22,2.9701306757804176,53.736607104635134,True,
2017-12-23,1.5482260695401806,21.085140804460035,True,
2017-12-24,2.4934907725355018,42.45635779918764,True,
2017-12-25,2.607816817024892,35.46399968836415,True,
2017-12-26,3.232895906507479,44.25168186044197,True,
2017-12-27,3.0024036654834494,44.009141233291565,True,
2017-12-28,1.394660922339184,17.159032271743076,False,
2017-12-29,2.5856517481758807,71.7629130183238,True,
2017-12-30,1.9186627681011703,28.57434860413611,True,
2017-12-31,2.17595509329419,25.7053034917472,True,
